symbol,strategy,interval,indicator_params,exit_mode,exit_params,n_trades,win_rate_pct,total_return_pct,max_drawdown_pct,sharpe,profit_factor,avg_win_pct,avg_loss_pct
ADAUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",221,28.96,-62.23,-64.38,-5.589,0.529,1.694,-1.297
ADAUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",92,31.52,-42.66,-48.61,-1.701,0.722,5.501,-3.291
ADAUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",320,31.25,-64.7,-65.6,-8.066,0.44,0.854,-0.855
ADAUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",255,26.27,-70.53,-70.75,-6.77,0.446,1.443,-1.151
ADAUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 70}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",203,29.06,-59.6,-60.83,-4.24,0.58,2.02,-1.434
ADAUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",143,29.37,-57.2,-61.31,-3.324,0.63,3.624,-2.294
ADAUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",221,28.96,-62.23,-64.38,-5.589,0.529,1.694,-1.297
ADAUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",92,31.52,-42.66,-48.61,-1.701,0.722,5.501,-3.291
ADAUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",320,31.25,-64.7,-65.6,-8.066,0.44,0.854,-0.855
ADAUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",255,26.27,-70.53,-70.75,-6.77,0.446,1.443,-1.151
ADAUSDC,RSI,15m,"{""window"": 14, ""buy_threshold"": 30, ""sell_threshold"": 80}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",203,29.06,-59.6,-60.83,-4.24,0.58,2.02,-1.434
ADAUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 20}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",190,27.89,-72.47,-73.14,-4.435,0.582,3.629,-2.294
ADAUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 20}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",332,30.12,-74.01,-74.58,-7.319,0.539,1.694,-1.297
ADAUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 20}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",111,26.13,-69.6,-70.42,-3.707,0.556,5.506,-3.291
ADAUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 20}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",498,33.33,-79.02,-79.16,-12.247,0.424,0.689,-0.809
ADAUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 20}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",421,31.35,-79.99,-80.16,-8.125,0.477,1.174,-1.082
ADAUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 20}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",342,30.12,-79.39,-79.62,-6.822,0.536,1.679,-1.365
ADAUSDC,EMA,15m,"{""short_span"": 9, ""long_span"": 21}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",155,30.32,-56.63,-59.38,-3.052,0.649,3.619,-2.294
ADAUSDC,EMA,15m,"{""short_span"": 9, ""long_span"": 21}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",268,31.72,-61.71,-62.52,-5.06,0.585,1.694,-1.297
ADAUSDC,EMA,15m,"{""short_span"": 9, ""long_span"": 21}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",99,29.29,-54.63,-55.68,-2.476,0.642,5.501,-3.291
ADAUSDC,EMA,15m,"{""short_span"": 9, ""long_span"": 21}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",364,36.81,-61.86,-62.07,-8.678,0.467,0.675,-0.807
ADAUSDC,EMA,15m,"{""short_span"": 9, ""long_span"": 21}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",328,32.62,-69.78,-70.02,-6.815,0.485,1.139,-1.082
ADAUSDC,EMA,15m,"{""short_span"": 9, ""long_span"": 21}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",280,32.14,-66.77,-67.09,-5.062,0.567,1.671,-1.352
ADAUSDC,EMA,15m,"{""short_span"": 12, ""long_span"": 26}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",140,30.0,-54.45,-55.75,-3.171,0.641,3.607,-2.294
ADAUSDC,EMA,15m,"{""short_span"": 12, ""long_span"": 26}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",236,32.63,-54.21,-55.06,-4.63,0.616,1.694,-1.297
ADAUSDC,EMA,15m,"{""short_span"": 12, ""long_span"": 26}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",89,30.34,-47.01,-49.77,-2.068,0.675,5.481,-3.291
ADAUSDC,EMA,15m,"{""short_span"": 12, ""long_span"": 26}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",293,32.08,-60.51,-60.64,-9.242,0.394,0.684,-0.785
ADAUSDC,EMA,15m,"{""short_span"": 12, ""long_span"": 26}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",277,32.85,-59.59,-59.8,-5.775,0.527,1.155,-1.042
ADAUSDC,EMA,15m,"{""short_span"": 12, ""long_span"": 26}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",240,32.5,-55.82,-56.14,-4.534,0.618,1.66,-1.285
ADAUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 13}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",209,27.75,-76.14,-77.36,-4.497,0.563,3.635,-2.294
ADAUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 13}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",393,30.28,-79.33,-79.81,-7.172,0.54,1.694,-1.297
ADAUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 13}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",120,24.17,-77.49,-78.75,-4.307,0.49,5.508,-3.291
ADAUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 13}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",632,31.8,-88.16,-88.23,-12.845,0.391,0.696,-0.814
ADAUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 13}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",512,31.05,-86.05,-86.2,-8.462,0.493,1.2,-1.087
ADAUSDC,EMA,15m,"{""short_span"": 5, ""long_span"": 13}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",392,30.36,-82.76,-82.99,-6.754,0.534,1.769,-1.395
ADAUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",220,28.18,-76.67,-77.33,-4.439,0.594,3.631,-2.294
ADAUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",433,28.87,-85.33,-85.67,-7.969,0.511,1.694,-1.297
ADAUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",123,26.02,-73.56,-75.44,-3.795,0.536,5.509,-3.291
ADAUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",654,30.28,-89.66,-89.7,-13.247,0.405,0.731,-0.81
ADAUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",538,29.0,-89.68,-89.79,-9.528,0.45,1.236,-1.088
ADAUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 9}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",427,29.98,-85.14,-85.34,-6.998,0.541,1.811,-1.392
ADAUSDC,MACD,15m,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",249,28.11,-80.54,-80.98,-4.545,0.56,3.661,-2.294
ADAUSDC,MACD,15m,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",574,30.14,-90.14,-90.33,-8.739,0.519,1.694,-1.294
ADAUSDC,MACD,15m,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",129,27.91,-69.19,-74.25,-3.06,0.581,5.525,-3.291
ADAUSDC,MACD,15m,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",1023,31.48,-97.12,-97.15,-15.209,0.391,0.721,-0.832
ADAUSDC,MACD,15m,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",735,30.88,-94.19,-94.3,-9.383,0.472,1.289,-1.124
ADAUSDC,MACD,15m,"{""fast"": 5, ""slow"": 35, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",509,31.63,-85.52,-85.74,-6.256,0.602,1.898,-1.411
ADAUSDC,MACD,15m,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",240,27.92,-79.94,-80.39,-4.487,0.562,3.659,-2.294
ADAUSDC,MACD,15m,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",557,29.44,-90.62,-90.77,-9.001,0.494,1.694,-1.295
ADAUSDC,MACD,15m,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",126,26.98,-69.13,-71.23,-3.175,0.593,5.682,-3.265
ADAUSDC,MACD,15m,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",939,31.74,-95.72,-95.74,-14.768,0.417,0.733,-0.827
ADAUSDC,MACD,15m,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",701,31.24,-93.04,-93.07,-9.284,0.489,1.274,-1.12
ADAUSDC,MACD,15m,"{""fast"": 8, ""slow"": 21, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",499,31.26,-87.3,-87.37,-6.832,0.57,1.837,-1.416
ADAUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",225,28.0,-77.96,-78.51,-4.58,0.595,3.631,-2.294
ADAUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",498,29.52,-87.88,-88.14,-8.167,0.497,1.694,-1.297
ADAUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",124,26.61,-71.57,-73.81,-3.528,0.543,5.567,-3.291
ADAUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",809,30.9,-93.97,-94.0,-13.556,0.413,0.719,-0.819
ADAUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",619,31.02,-90.38,-90.46,-8.909,0.493,1.254,-1.101
ADAUSDC,MACD,15m,"{""fast"": 12, ""slow"": 26, ""signal"": 5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",466,31.97,-83.19,-83.37,-6.31,0.61,1.801,-1.388
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 1.5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",242,30.58,-70.95,-73.91,-3.551,0.621,3.663,-2.294
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 1.5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",542,30.26,-88.67,-88.95,-8.48,0.542,1.694,-1.297
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 1.5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",135,28.89,-66.88,-69.78,-2.931,0.601,5.554,-3.291
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 1.5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",994,29.48,-97.11,-97.11,-15.614,0.384,0.765,-0.82
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 1.5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",688,30.09,-93.46,-93.49,-9.714,0.473,1.282,-1.107
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 1.5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",484,30.37,-86.7,-86.8,-6.649,0.579,1.965,-1.433
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",191,27.23,-74.54,-75.1,-4.627,0.56,3.636,-2.294
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",358,30.17,-76.49,-76.57,-7.172,0.58,1.694,-1.297
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",117,29.06,-61.07,-63.91,-2.776,0.62,5.544,-3.291
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",533,30.02,-85.06,-85.25,-13.032,0.416,0.723,-0.815
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",448,30.36,-83.63,-83.76,-8.804,0.521,1.214,-1.098
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",347,30.84,-77.75,-77.82,-6.095,0.562,1.786,-1.402
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2.5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",110,28.18,-52.13,-57.73,-3.474,0.583,3.601,-2.294
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2.5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",162,32.72,-41.25,-42.71,-3.971,0.626,1.694,-1.297
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2.5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",84,30.95,-42.25,-50.36,-1.868,0.68,5.502,-3.291
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2.5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",193,30.57,-51.84,-52.75,-9.125,0.36,0.675,-0.837
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2.5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",180,30.56,-51.97,-53.13,-6.319,0.46,1.203,-1.105
ADAUSDC,BOLL,15m,"{""window"": 14, ""window_dev"": 2.5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",162,33.95,-36.48,-38.26,-2.722,0.695,1.858,-1.355
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 1.5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",236,27.54,-80.48,-80.85,-4.792,0.547,3.656,-2.294
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 1.5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",522,29.31,-89.4,-89.67,-8.035,0.519,1.694,-1.297
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 1.5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",126,26.19,-73.64,-74.27,-3.698,0.537,5.54,-3.291
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 1.5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",945,29.21,-96.72,-96.73,-14.524,0.418,0.777,-0.826
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 1.5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",655,28.7,-94.12,-94.15,-10.347,0.453,1.292,-1.115
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 1.5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",475,29.89,-87.6,-87.69,-6.944,0.544,1.921,-1.424
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 2}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",191,26.7,-76.21,-76.74,-4.94,0.52,3.619,-2.294
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 2}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",353,30.31,-75.65,-75.72,-6.213,0.557,1.694,-1.297
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 2}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",115,27.83,-65.15,-65.91,-3.107,0.584,5.536,-3.291
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 2}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",544,30.15,-85.94,-86.15,-11.919,0.394,0.726,-0.824
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 2}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",430,29.3,-84.3,-84.43,-9.093,0.466,1.24,-1.112
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 2}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",340,31.18,-76.32,-76.57,-5.68,0.57,1.798,-1.409
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 2.5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",118,25.42,-62.53,-64.95,-4.305,0.492,3.598,-2.294
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 2.5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",193,32.64,-47.16,-48.5,-4.396,0.618,1.694,-1.297
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 2.5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",85,29.41,-48.9,-51.69,-2.35,0.663,5.495,-3.291
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 2.5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",237,31.22,-55.56,-56.37,-8.553,0.409,0.718,-0.818
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 2.5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",219,29.68,-57.99,-58.73,-6.476,0.489,1.255,-1.081
ADAUSDC,BOLL,15m,"{""window"": 20, ""window_dev"": 2.5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",197,29.95,-57.96,-58.87,-4.896,0.54,1.698,-1.334
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 2, ""sell_threshold"": -2}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",116,30.17,-45.76,-47.57,-2.734,0.682,3.688,-2.294
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 2, ""sell_threshold"": -2}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",160,30.63,-46.49,-47.78,-3.935,0.582,1.694,-1.297
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 2, ""sell_threshold"": -2}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",83,25.3,-59.9,-63.45,-3.072,0.551,5.682,-3.291
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 2, ""sell_threshold"": -2}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",167,29.34,-50.6,-52.05,-5.237,0.501,1.296,-1.125
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 2, ""sell_threshold"": -2}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",145,31.72,-45.63,-46.91,-3.308,0.608,2.064,-1.549
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 2, ""sell_threshold"": -2}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",124,28.23,-52.9,-53.15,-3.569,0.571,2.902,-1.945
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 3, ""sell_threshold"": -3}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",40,30.0,-19.35,-28.76,-1.547,0.68,3.688,-2.294
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 3, ""sell_threshold"": -3}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",49,30.61,-17.44,-21.26,-2.551,0.565,1.694,-1.297
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 3, ""sell_threshold"": -3}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",36,27.78,-27.19,-37.96,-1.671,0.63,5.682,-3.291
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 3, ""sell_threshold"": -3}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",52,36.54,-11.32,-19.75,-1.27,0.724,1.571,-1.251
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 3, ""sell_threshold"": -3}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",43,32.56,-14.22,-20.71,-1.231,0.708,2.569,-1.732
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 3, ""sell_threshold"": -3}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",41,34.15,-14.2,-25.25,-1.022,0.746,3.389,-2.256
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 5, ""sell_threshold"": -5}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",5,40.0,0.28,-8.02,0.107,1.041,3.688,-2.294
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 5, ""sell_threshold"": -5}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",6,33.33,-1.84,-5.18,-0.911,0.645,1.694,-1.297
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 5, ""sell_threshold"": -5}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",5,20.0,-7.56,-13.74,-1.267,0.429,5.682,-3.291
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 5, ""sell_threshold"": -5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",6,50.0,3.01,-3.5,0.763,1.605,2.626,-1.575
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 5, ""sell_threshold"": -5}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",5,40.0,3.69,-7.41,0.631,1.56,5.12,-2.075
ADAUSDC,MOM,15m,"{""window"": 5, ""buy_threshold"": 5, ""sell_threshold"": -5}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",5,40.0,5.29,-9.08,0.687,1.613,6.927,-2.667
ADAUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 2, ""sell_threshold"": -2}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",126,35.71,-22.08,-41.87,-0.888,0.872,3.688,-2.294
ADAUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 2, ""sell_threshold"": -2}",flat,"{""sl_pct"": 1.0, ""tp_pct"": 2.0}",199,35.68,-37.96,-39.72,-3.023,0.719,1.694,-1.297
ADAUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 2, ""sell_threshold"": -2}",flat,"{""sl_pct"": 3.0, ""tp_pct"": 6.0}",93,29.03,-51.13,-59.83,-2.189,0.694,5.682,-3.291
ADAUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 2, ""sell_threshold"": -2}",atr,"{""atr_window"": 14, ""sl_mult"": 1.0, ""tp_mult"": 2.0}",241,36.1,-45.38,-50.94,-3.843,0.648,1.187,-1.053
ADAUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 2, ""sell_threshold"": -2}",atr,"{""atr_window"": 14, ""sl_mult"": 1.5, ""tp_mult"": 3.0}",185,34.05,-43.91,-47.29,-3.055,0.689,1.856,-1.411
ADAUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 2, ""sell_threshold"": -2}",atr,"{""atr_window"": 14, ""sl_mult"": 2.0, ""tp_mult"": 4.0}",155,32.9,-46.42,-50.57,-3.029,0.696,2.508,-1.793
ADAUSDC,MOM,15m,"{""window"": 10, ""buy_threshold"": 3, ""sell_threshold"": -3}",flat,"{""sl_pct"": 2.0, ""tp_pct"": 4.0}",66,25.76,-40.62,-47.4,-3.101,0.585,3.688,-2.294
